canvassim,ZINC06648713-2 ,15a           ,15a-charge      ,15b,15b-charge,21-1,21-2,43,43-charge,55,55-charge,65,70,70-charge,78a,78a-charge,78b,78b-charge,80,81,81-charge,82,83,84,85-1,85-2,85-3,86,96,96-charge,97,97-charge,98,98-charge,99,99-charge,100,100-charge,101,101-charge,102,102-charge,103,103-charge,104,104-charge,105,105-charge,151831        ,CheCOSP01-t,CheCOSP02,CheCOSP03,CheCOSP04-t,CheCOSP05-t,CheCOSP06,CheCOSP07-t,CheCOSP08-t,CheCOSP09,CheCOSP010-c,CheCOSP11-t,CheCOSP12,CheCOSP13-t,CheCOSP14,CheCOSP15-t,CheCOSP19,CheCOSP20,CheCOSP21,CheCOSP22,CheCOSP23,CheCOSP24,CheCOSP25,CheCOSP26,CheCOSP26-charge,CheCOSP27,CheCOSP28,CheCOSP29,CheCOSP30-R,CheCOSP30-R-charge,CheCOSP31,CheCOSP32,CheCOSP33-R,CheCOSP33-R-charge,CheCOSP34,CheCOSP35,CheCOSP35-charge,CheCOSP36-R,CheCOSP36-R-1,CheCOSP37,CheCOSP38,CheCOSP38-charge,CheCOSP39,CheCOSP40,CheCOSP40-charge,CheCOSP41,CheCOSP42-R,CheCOSP43-R,CheCOSP44,CheCOSP45,CheCOSP46,CheCOSP47,CheCOSP48,CheCOSP49,CheCOSP50,CheCOSP51,CheCOSP52,CheCOSP53,CheCOSP54,CheCOSP54-charge,CheCOSP55,CheCOSP56,CheCOSP57-charge,CheCOSP58-R,CheCOSP58-R-1,CheCOSP59,CheCOSP59-charge,CheCOSP60,CheCOSP61,CheCOSP62,CheCOSP62-charge,CheCOSP63,CheCOSP64,CheCOSP64-1,DHN1           ,DHN2           ,LA1011-1        ,LA1011-2       ,LA1014        ,LA1014-charge     ,LA1026-1     ,LA1026-2    ,Novobiocin    ,ZINC06648713-1,ZINC09256574  ,goniothalamin ,CheCOSP57
CheCOSP48,0.0645161,0.0681818,0.0685714,0.0681818,0.0681818,0.0607735,0.0607735,0.0681818,0.0681818,0.0666667,0.0670391,0.0473684,0.0710383,0.0710383,0.0726257,0.0726257,0.0726257,0.0726257,0.0561798,0.0588235,0.0588235,0.0552486,0.0540541,0.0534759,0.0529101,0.0529101,0.0529101,0.0588235,0.0632184,0.0635838,0.0714286,0.0718563,0.10828,0.108974,0.0685714,0.0689655,0.0705882,0.0705882,0.0718563,0.0722892,0.0740741,0.0740741,0.0733333,0.0733333,0.0742857,0.0747126,0.0659341,0.0659341,0.0833333,0.373016,0.539326,0.488889,0.3125,0.274336,0.570093,0.369231,0.369231,0.582524,0.373016,0.387097,0.513514,0.328358,0.513514,0.328358,0.285714,0.384,0.60396,0.570093,0.300971,0.168067,0.5,0.480392,0.480392,0.462264,0.422414,0.174312,0.504762,0.504762,0.258333,0.272059,0.53,0.53,0.536842,0.418803,0.418803,0.452991,0.452991,0.53,0.282443,0.282443,0.411765,0.280303,0.280303,0.272059,0.509434,0.486486,0.523364,0.584906,0.572816,0.598039,1,0.567308,1,0.653061,0.570093,0.570093,0.513514,0.513514,0.488889,0.296296,0.480392,0.307692,0.307692,0.313043,0.313043,0.302521,0.181102,0.186992,0.186992,0.246154,0.438017,0.438017,0.128378,0.0787879,0.0597015,0.0597015,0.0519481,0.0519481,0.0697674,0.0697674,0.0867347,0.0645161,0.0723684,0.0491803,0.480392
CheCOSP49,0.0641026,0.0677966,0.0681818,0.0677966,0.0677966,0.0604396,0.0604396,0.0677966,0.0677966,0.0662983,0.0666667,0.0471204,0.0706522,0.0706522,0.0722222,0.0722222,0.0722222,0.0722222,0.0558659,0.0584795,0.0584795,0.0549451,0.0537634,0.0531915,0.0526316,0.0526316,0.0526316,0.0585106,0.0628571,0.0632184,0.0710059,0.0714286,0.107595,0.10828,0.0681818,0.0685714,0.0701754,0.0701754,0.0714286,0.0718563,0.0736196,0.0736196,0.0728477,0.0728477,0.0738636,0.0742857,0.0655738,0.0655738,0.0826446,0.338462,0.533333,0.483516,0.309735,0.27193,0.522523,0.335821,0.335821,0.53271,0.338462,0.330769,0.59434,0.387597,0.59434,0.387597,0.283186,0.348837,0.523364,0.522523,0.298077,0.166667,0.49505,0.475728,0.475728,0.457944,0.418803,0.172727,0.5,0.5,0.256198,0.270073,0.524752,0.524752,0.53125,0.415254,0.415254,0.449153,0.449153,0.524752,0.280303,0.280303,0.408333,0.278196,0.278196,0.270073,0.504673,0.482143,0.607843,0.522523,0.752688,0.763441,0.567308,1,0.567308,0.697917,0.522523,0.522523,0.579439,0.579439,0.483516,0.293578,0.475728,0.305344,0.305344,0.310345,0.310345,0.3,0.179688,0.185484,0.185484,0.225564,0.434426,0.434426,0.158621,0.0783133,0.0592593,0.0592593,0.0516129,0.0516129,0.0692308,0.0692308,0.0918367,0.0641026,0.0718954,0.0487805,0.475728
CheCOSP50,0.0645161,0.0681818,0.0685714,0.0681818,0.0681818,0.0607735,0.0607735,0.0681818,0.0681818,0.0666667,0.0670391,0.0473684,0.0710383,0.0710383,0.0726257,0.0726257,0.0726257,0.0726257,0.0561798,0.0588235,0.0588235,0.0552486,0.0540541,0.0534759,0.0529101,0.0529101,0.0529101,0.0588235,0.0632184,0.0635838,0.0714286,0.0718563,0.10828,0.108974,0.0685714,0.0689655,0.0705882,0.0705882,0.0718563,0.0722892,0.0740741,0.0740741,0.0733333,0.0733333,0.0742857,0.0747126,0.0659341,0.0659341,0.0833333,0.373016,0.539326,0.488889,0.3125,0.274336,0.570093,0.369231,0.369231,0.582524,0.373016,0.387097,0.513514,0.328358,0.513514,0.328358,0.285714,0.384,0.60396,0.570093,0.300971,0.168067,0.5,0.480392,0.480392,0.462264,0.422414,0.174312,0.504762,0.504762,0.258333,0.272059,0.53,0.53,0.536842,0.418803,0.418803,0.452991,0.452991,0.53,0.282443,0.282443,0.411765,0.280303,0.280303,0.272059,0.509434,0.486486,0.523364,0.584906,0.572816,0.598039,1,0.567308,1,0.653061,0.570093,0.570093,0.513514,0.513514,0.488889,0.296296,0.480392,0.307692,0.307692,0.313043,0.313043,0.302521,0.181102,0.186992,0.186992,0.246154,0.438017,0.438017,0.128378,0.0787879,0.0597015,0.0597015,0.0519481,0.0519481,0.0697674,0.0697674,0.0867347,0.0645161,0.0723684,0.0491803,0.480392
CheCOSP51,0.0645161,0.0681818,0.0685714,0.0681818,0.0681818,0.0607735,0.0607735,0.0681818,0.0681818,0.0666667,0.0670391,0.0473684,0.0710383,0.0710383,0.0726257,0.0726257,0.0726257,0.0726257,0.0561798,0.0588235,0.0588235,0.0552486,0.0540541,0.0534759,0.0529101,0.0529101,0.0529101,0.0588235,0.0632184,0.0635838,0.0714286,0.0718563,0.10828,0.108974,0.0685714,0.0689655,0.0705882,0.0705882,0.0718563,0.0722892,0.0740741,0.0740741,0.0733333,0.0733333,0.0742857,0.0747126,0.0659341,0.0659341,0.0833333,0.330769,0.539326,0.488889,0.3125,0.274336,0.513514,0.328358,0.328358,0.523364,0.330769,0.333333,0.570093,0.369231,0.570093,0.369231,0.285714,0.341085,0.528302,0.513514,0.300971,0.168067,0.5,0.480392,0.480392,0.462264,0.422414,0.174312,0.504762,0.504762,0.258333,0.272059,0.53,0.53,0.536842,0.418803,0.418803,0.452991,0.452991,0.53,0.282443,0.282443,0.411765,0.280303,0.280303,0.272059,0.509434,0.486486,0.582524,0.513514,0.76087,0.752688,0.653061,0.697917,0.653061,1,0.513514,0.513514,0.584906,0.584906,0.488889,0.296296,0.480392,0.307692,0.307692,0.313043,0.313043,0.302521,0.181102,0.186992,0.186992,0.218045,0.438017,0.438017,0.151724,0.0787879,0.0597015,0.0597015,0.0519481,0.0519481,0.0697674,0.0697674,0.0923077,0.0645161,0.0723684,0.0491803,0.480392
CheCOSP52,0.0621118,0.0659341,0.0662983,0.0659341,0.0659341,0.0531915,0.0531915,0.0659341,0.0659341,0.0645161,0.0648649,0.0459184,0.0631579,0.0631579,0.0645161,0.0645161,0.0645161,0.0645161,0.0543478,0.0568182,0.0568182,0.0534759,0.052356,0.0518135,0.0512821,0.0512821,0.0512821,0.0515464,0.0611111,0.0614525,0.0689655,0.0693642,0.104294,0.104938,0.0662983,0.0666667,0.0681818,0.0681818,0.0693642,0.0697674,0.0714286,0.0714286,0.0705128,0.0705128,0.0718232,0.0722222,0.0638298,0.0638298,0.0793651,0.409449,0.505263,0.458333,0.29661,0.260504,1,0.672727,0.495935,0.625,0.409449,0.369231,0.539823,0.352941,0.539823,0.352941,0.271186,0.420635,0.570093,0.74,0.284404,0.16,0.471698,0.453704,0.453704,0.4375,0.401639,0.165217,0.464286,0.464286,0.246032,0.260563,0.514286,0.514286,0.490196,0.398374,0.398374,0.419355,0.419355,0.514286,0.270073,0.270073,0.392,0.268116,0.268116,0.260563,0.45614,0.436975,0.522523,0.59633,0.513514,0.522523,0.570093,0.522523,0.570093,0.513514,1,0.74,0.59633,0.59633,0.458333,0.280702,0.453704,0.284672,0.284672,0.297521,0.297521,0.288,0.172932,0.178295,0.178295,0.365854,0.417323,0.417323,0.123377,0.0760234,0.0571429,0.0571429,0.05,0.05,0.0666667,0.0666667,0.0841584,0.0621118,0.0696203,0.046875,0.453704
CheCOSP53,0.0621118,0.0659341,0.0662983,0.0659341,0.0659341,0.0531915,0.0531915,0.0659341,0.0659341,0.0645161,0.0648649,0.0459184,0.0631579,0.0631579,0.0645161,0.0645161,0.0645161,0.0645161,0.0543478,0.0568182,0.0568182,0.0534759,0.052356,0.0518135,0.0512821,0.0512821,0.0512821,0.0515464,0.0611111,0.0614525,0.0689655,0.0693642,0.104294,0.104938,0.0662983,0.0666667,0.0681818,0.0681818,0.0693642,0.0697674,0.0714286,0.0714286,0.0705128,0.0705128,0.0718232,0.0722222,0.0638298,0.0638298,0.0793651,0.409449,0.505263,0.458333,0.29661,0.260504,0.74,0.495935,0.672727,0.625,0.409449,0.369231,0.539823,0.352941,0.539823,0.352941,0.271186,0.420635,0.570093,1,0.284404,0.16,0.471698,0.453704,0.453704,0.4375,0.401639,0.165217,0.464286,0.464286,0.246032,0.260563,0.514286,0.514286,0.490196,0.398374,0.398374,0.419355,0.419355,0.514286,0.270073,0.270073,0.392,0.268116,0.268116,0.260563,0.45614,0.436975,0.522523,0.611111,0.513514,0.522523,0.570093,0.522523,0.570093,0.513514,0.74,1,0.581818,0.581818,0.458333,0.280702,0.453704,0.284672,0.284672,0.297521,0.297521,0.288,0.172932,0.178295,0.178295,0.527273,0.417323,0.417323,0.123377,0.0760234,0.0571429,0.0571429,0.05,0.05,0.0666667,0.0666667,0.0841584,0.0621118,0.0696203,0.046875,0.453704
CheCOSP54,0.0621118,0.0659341,0.0662983,0.0659341,0.0659341,0.0531915,0.0531915,0.0659341,0.0659341,0.0645161,0.0648649,0.0459184,0.0631579,0.0631579,0.0645161,0.0645161,0.0645161,0.0645161,0.0543478,0.0568182,0.0568182,0.0534759,0.052356,0.0518135,0.0512821,0.0512821,0.0512821,0.0515464,0.0611111,0.0614525,0.0689655,0.0693642,0.104294,0.104938,0.0662983,0.0666667,0.0681818,0.0681818,0.0693642,0.0697674,0.0714286,0.0714286,0.0705128,0.0705128,0.0718232,0.0722222,0.0638298,0.0638298,0.0793651,0.335821,0.505263,0.458333,0.29661,0.260504,0.59633,0.393939,0.383459,0.522523,0.335821,0.328358,0.641509,0.426357,0.641509,0.426357,0.271186,0.345865,0.513514,0.581818,0.284404,0.16,0.471698,0.453704,0.453704,0.4375,0.401639,0.165217,0.464286,0.464286,0.246032,0.260563,0.514286,0.514286,0.490196,0.398374,0.398374,0.419355,0.419355,0.514286,0.270073,0.270073,0.392,0.268116,0.268116,0.260563,0.45614,0.436975,0.625,0.553571,0.584906,0.579439,0.513514,0.579439,0.513514,0.584906,0.59633,0.581818,1,1,0.458333,0.280702,0.453704,0.284672,0.284672,0.297521,0.297521,0.288,0.172932,0.178295,0.178295,0.272727,0.417323,0.417323,0.138158,0.0760234,0.0571429,0.0571429,0.05,0.05,0.0666667,0.0666667,0.0895522,0.0621118,0.0696203,0.046875,0.453704
CheCOSP54-charge,0.0621118,0.0659341,0.0662983,0.0659341,0.0659341,0.0531915,0.0531915,0.0659341,0.0659341,0.0645161,0.0648649,0.0459184,0.0631579,0.0631579,0.0645161,0.0645161,0.0645161,0.0645161,0.0543478,0.0568182,0.0568182,0.0534759,0.052356,0.0518135,0.0512821,0.0512821,0.0512821,0.0515464,0.0611111,0.0614525,0.0689655,0.0693642,0.104294,0.104938,0.0662983,0.0666667,0.0681818,0.0681818,0.0693642,0.0697674,0.0714286,0.0714286,0.0705128,0.0705128,0.0718232,0.0722222,0.0638298,0.0638298,0.0793651,0.335821,0.505263,0.458333,0.29661,0.260504,0.59633,0.393939,0.383459,0.522523,0.335821,0.328358,0.641509,0.426357,0.641509,0.426357,0.271186,0.345865,0.513514,0.581818,0.284404,0.16,0.471698,0.453704,0.453704,0.4375,0.401639,0.165217,0.464286,0.464286,0.246032,0.260563,0.514286,0.514286,0.490196,0.398374,0.398374,0.419355,0.419355,0.514286,0.270073,0.270073,0.392,0.268116,0.268116,0.260563,0.45614,0.436975,0.625,0.553571,0.584906,0.579439,0.513514,0.579439,0.513514,0.584906,0.59633,0.581818,1,1,0.458333,0.280702,0.453704,0.284672,0.284672,0.297521,0.297521,0.288,0.172932,0.178295,0.178295,0.272727,0.417323,0.417323,0.138158,0.0760234,0.0571429,0.0571429,0.05,0.05,0.0666667,0.0666667,0.0895522,0.0621118,0.0696203,0.046875,0.453704
CheCOSP55,0.0620155,0.0322581,0.0324675,0.0322581,0.0322581,0.0314465,0.0314465,0.0322581,0.0322581,0.0314465,0.0316456,0.0301205,0.0306748,0.0306748,0.0314465,0.0314465,0.0314465,0.0314465,0.0322581,0.0340136,0.0340136,0.0316456,0.0308642,0.0304878,0.0301205,0.0301205,0.0301205,0.030303,0.0261438,0.0263158,0.0410959,0.0413793,0.0735294,0.0740741,0.0324675,0.0326797,0.033557,0.033557,0.0342466,0.0344828,0.035461,0.035461,0.0310078,0.0310078,0.0457516,0.0460526,0.0310559,0.0310559,0.0736842,0.27193,0.651515,1,0.337079,0.526316,0.458333,0.260504,0.260504,0.483516,0.27193,0.274336,0.458333,0.260504,0.458333,0.260504,0.526316,0.27193,0.488889,0.458333,0.606061,0.21978,0.564103,0.5375,0.5375,0.511905,0.457447,0.333333,0.511628,0.511628,0.481928,0.27193,0.54321,0.54321,0.573333,0.452632,0.452632,0.44898,0.44898,0.54321,0.284404,0.284404,0.443299,0.281818,0.281818,0.27193,0.5,0.473118,0.483516,0.458333,0.488889,0.483516,0.488889,0.483516,0.488889,0.488889,0.458333,0.458333,0.458333,0.458333,1,0.577465,0.5375,0.279279,0.279279,0.322581,0.322581,0.309278,0.184466,0.191919,0.191919,0.165217,0.431373,0.431373,0.0775194,0.0869565,0.0458716,0.0458716,0.0387597,0.0387597,0.0576923,0.0576923,0.0693642,0.0620155,0.0714286,0.0309278,0.5375
CheCOSP56,0.0592593,0.0310559,0.03125,0.0310559,0.0310559,0.030303,0.030303,0.0310559,0.0310559,0.030303,0.0304878,0.0290698,0.0295858,0.0295858,0.030303,0.030303,0.030303,0.030303,0.0310559,0.0326797,0.0326797,0.0304878,0.0297619,0.0294118,0.0290698,0.0290698,0.0290698,0.0292398,0.0251572,0.0253165,0.0394737,0.0397351,0.0704225,0.070922,0.03125,0.0314465,0.0322581,0.0322581,0.0328947,0.0331126,0.0340136,0.0340136,0.0296296,0.0296296,0.0440252,0.0443038,0.0299401,0.0299401,0.0693069,0.258333,0.369048,0.577465,0.315789,0.487805,0.280702,0.248,0.248,0.293578,0.258333,0.260504,0.280702,0.248,0.280702,0.248,0.487805,0.258333,0.296296,0.280702,0.555556,0.147059,0.333333,0.316327,0.316327,0.303922,0.276786,0.232558,0.307692,0.307692,0.449438,0.258333,0.323232,0.323232,0.333333,0.274336,0.274336,0.275862,0.275862,0.323232,0.269565,0.269565,0.269565,0.267241,0.267241,0.258333,0.301887,0.288288,0.293578,0.280702,0.296296,0.293578,0.296296,0.293578,0.296296,0.296296,0.280702,0.280702,0.280702,0.280702,0.577465,1,0.316327,0.264957,0.264957,0.30303,0.30303,0.291262,0.122807,0.127273,0.127273,0.111111,0.266667,0.266667,0.0740741,0.0909091,0.0909091,0.0909091,0.0769231,0.0769231,0.0357143,0.0357143,0.0730337,0.0592593,0.0601504,0.0291262,0.316327
CheCOSP57-charge,0.0694444,0.0727273,0.0731707,0.0727273,0.0727273,0.0838323,0.0838323,0.0727273,0.0727273,0.0710059,0.0714286,0.0621469,0.0693642,0.0693642,0.0710059,0.0710059,0.0710059,0.0710059,0.120253,0.0903226,0.0903226,0.118012,0.0952381,0.0941176,0.0994152,0.0994152,0.0994152,0.0809249,0.0674847,0.0679012,0.0696203,0.0700637,0.116438,0.117241,0.0731707,0.0736196,0.0754717,0.0754717,0.0769231,0.0774194,0.0794702,0.0794702,0.0791367,0.0791367,0.0727273,0.0731707,0.0701754,0.0701754,0.0625,0.275591,0.615385,0.5375,0.346535,0.291262,0.453704,0.274809,0.274809,0.461538,0.275591,0.277778,0.453704,0.274809,0.453704,0.274809,0.303922,0.285714,0.466019,0.453704,0.322581,0.174312,0.616279,1,1,0.756098,0.571429,0.181818,0.615385,0.615385,0.272727,0.433628,0.595506,0.595506,0.646341,0.565657,0.565657,0.543689,0.543689,0.595506,0.57,0.57,0.57,0.564356,0.564356,0.433628,0.552083,0.524752,0.461538,0.453704,0.480392,0.475728,0.480392,0.475728,0.480392,0.480392,0.453704,0.453704,0.453704,0.453704,0.5375,0.316327,1,0.37069,0.37069,0.686747,0.686747,0.515789,0.32381,0.451613,0.451613,0.170543,0.537736,0.537736,0.0833333,0.0774194,0.10084,0.10084,0.0785714,0.0785714,0.114035,0.114035,0.0631579,0.0694444,0.0857143,0.0446429,1
CheCOSP58-R,0.0613497,0.0828729,0.0714286,0.0828729,0.0710383,0.0989011,0.0989011,0.0828729,0.0710383,0.0810811,0.0698925,0.0615385,0.0851064,0.0736842,0.0869565,0.0752688,0.0869565,0.0752688,0.0828729,0.0804598,0.0804598,0.0815217,0.0797872,0.0789474,0.118919,0.118919,0.118919,0.0618557,0.0782123,0.0666667,0.0867052,0.0747126,0.123457,0.110429,0.0833333,0.0718232,0.0857143,0.0734463,0.0872093,0.0751445,0.0898204,0.0769231,0.0903226,0.0764331,0.0888889,0.0773481,0.0802139,0.0687831,0.078125,0.265734,0.318182,0.279279,0.291667,0.256198,0.284672,0.265306,0.265306,0.285714,0.265734,0.267606,0.284672,0.265306,0.284672,0.265306,0.266667,0.274648,0.287879,0.284672,0.44898,0.105263,0.350427,0.37069,0.37069,0.358333,0.320611,0.105691,0.522936,0.522936,0.242188,0.321168,0.463636,0.463636,0.412844,0.370079,0.370079,0.745098,0.745098,0.463636,0.333333,0.333333,0.294118,0.330827,0.330827,0.321168,0.435897,0.418033,0.285714,0.284672,0.307692,0.305344,0.307692,0.305344,0.307692,0.307692,0.284672,0.284672,0.284672,0.284672,0.279279,0.264957,0.37069,1,1,0.543689,0.543689,0.523364,0.17037,0.175573,0.175573,0.125828,0.378788,0.378788,0.100629,0.0751445,0.0714286,0.0714286,0.0691824,0.0691824,0.0656934,0.0656934,0.0728155,0.0613497,0.0555556,0.0461538,0.37069
CheCOSP58-R-1,0.0613497,0.0828729,0.0714286,0.0828729,0.0710383,0.0989011,0.0989011,0.0828729,0.0710383,0.0810811,0.0698925,0.0615385,0.0851064,0.0736842,0.0869565,0.0752688,0.0869565,0.0752688,0.0828729,0.0804598,0.0804598,0.0815217,0.0797872,0.0789474,0.118919,0.118919,0.118919,0.0618557,0.0782123,0.0666667,0.0867052,0.0747126,0.123457,0.110429,0.0833333,0.0718232,0.0857143,0.0734463,0.0872093,0.0751445,0.0898204,0.0769231,0.0903226,0.0764331,0.0888889,0.0773481,0.0802139,0.0687831,0.078125,0.265734,0.318182,0.279279,0.291667,0.256198,0.284672,0.265306,0.265306,0.285714,0.265734,0.267606,0.284672,0.265306,0.284672,0.265306,0.266667,0.274648,0.287879,0.284672,0.44898,0.105263,0.350427,0.37069,0.37069,0.358333,0.320611,0.105691,0.522936,0.522936,0.242188,0.321168,0.463636,0.463636,0.412844,0.370079,0.370079,0.745098,0.745098,0.463636,0.333333,0.333333,0.294118,0.330827,0.330827,0.321168,0.435897,0.418033,0.285714,0.284672,0.307692,0.305344,0.307692,0.305344,0.307692,0.307692,0.284672,0.284672,0.284672,0.284672,0.279279,0.264957,0.37069,1,1,0.543689,0.543689,0.523364,0.17037,0.175573,0.175573,0.125828,0.378788,0.378788,0.100629,0.0751445,0.0714286,0.0714286,0.0691824,0.0691824,0.0656934,0.0656934,0.0728155,0.0613497,0.0555556,0.0461538,0.37069
CheCOSP59,0.0694444,0.0727273,0.0731707,0.0727273,0.0727273,0.0838323,0.0838323,0.0727273,0.0727273,0.0710059,0.0714286,0.0621469,0.0693642,0.0693642,0.0710059,0.0710059,0.0710059,0.0710059,0.120253,0.0903226,0.0903226,0.118012,0.0952381,0.0941176,0.0994152,0.0994152,0.0994152,0.0809249,0.0674847,0.0679012,0.0696203,0.0700637,0.116438,0.117241,0.0731707,0.0736196,0.0754717,0.0754717,0.0769231,0.0774194,0.0794702,0.0794702,0.0791367,0.0791367,0.0727273,0.0731707,0.0701754,0.0701754,0.0625,0.275591,0.384615,0.322581,0.346535,0.291262,0.297521,0.274809,0.274809,0.299145,0.275591,0.277778,0.297521,0.274809,0.297521,0.274809,0.303922,0.285714,0.301724,0.297521,0.5375,0.113043,0.40404,0.686747,0.686747,0.515789,0.387387,0.114286,0.413462,0.413462,0.272727,0.433628,0.392157,0.392157,0.421053,0.383929,0.383929,0.37069,0.37069,0.392157,0.57,0.57,0.389381,0.564356,0.564356,0.433628,0.366972,0.350877,0.299145,0.297521,0.313043,0.310345,0.313043,0.310345,0.313043,0.313043,0.297521,0.297521,0.297521,0.297521,0.322581,0.30303,0.686747,0.543689,0.543689,1,1,0.756098,0.252252,0.363636,0.363636,0.118519,0.369748,0.369748,0.0833333,0.0774194,0.0916667,0.0916667,0.070922,0.070922,0.0854701,0.0854701,0.0631579,0.0694444,0.0704225,0.0446429,0.686747
CheCOSP59-charge,0.0694444,0.0727273,0.0731707,0.0727273,0.0727273,0.0838323,0.0838323,0.0727273,0.0727273,0.0710059,0.0714286,0.0621469,0.0693642,0.0693642,0.0710059,0.0710059,0.0710059,0.0710059,0.120253,0.0903226,0.0903226,0.118012,0.0952381,0.0941176,0.0994152,0.0994152,0.0994152,0.0809249,0.0674847,0.0679012,0.0696203,0.0700637,0.116438,0.117241,0.0731707,0.0736196,0.0754717,0.0754717,0.0769231,0.0774194,0.0794702,0.0794702,0.0791367,0.0791367,0.0727273,0.0731707,0.0701754,0.0701754,0.0625,0.275591,0.384615,0.322581,0.346535,0.291262,0.297521,0.274809,0.274809,0.299145,0.275591,0.277778,0.297521,0.274809,0.297521,0.274809,0.303922,0.285714,0.301724,0.297521,0.5375,0.113043,0.40404,0.686747,0.686747,0.515789,0.387387,0.114286,0.413462,0.413462,0.272727,0.433628,0.392157,0.392157,0.421053,0.383929,0.383929,0.37069,0.37069,0.392157,0.57,0.57,0.389381,0.564356,0.564356,0.433628,0.366972,0.350877,0.299145,0.297521,0.313043,0.310345,0.313043,0.310345,0.313043,0.313043,0.297521,0.297521,0.297521,0.297521,0.322581,0.30303,0.686747,0.543689,0.543689,1,1,0.756098,0.252252,0.363636,0.363636,0.118519,0.369748,0.369748,0.0833333,0.0774194,0.0916667,0.0916667,0.070922,0.070922,0.0854701,0.0854701,0.0631579,0.0694444,0.0704225,0.0446429,0.686747
CheCOSP60,0.0675676,0.0710059,0.0714286,0.0710059,0.0710059,0.0818713,0.0818713,0.0710059,0.0710059,0.0693642,0.0697674,0.0666667,0.0677966,0.0677966,0.0693642,0.0693642,0.0693642,0.0693642,0.198675,0.0880503,0.0880503,0.142857,0.13253,0.130952,0.136095,0.136095,0.136095,0.0977011,0.0658683,0.0662651,0.0679012,0.068323,0.113333,0.114094,0.0714286,0.0718563,0.0736196,0.0736196,0.075,0.0754717,0.0774194,0.0774194,0.0769231,0.0769231,0.0710059,0.0714286,0.0685714,0.0685714,0.0603448,0.267176,0.368421,0.309278,0.333333,0.280374,0.288,0.266667,0.266667,0.289256,0.267176,0.269231,0.288,0.266667,0.288,0.266667,0.292453,0.276923,0.291667,0.288,0.511905,0.109244,0.38835,0.515789,0.515789,0.701149,0.373913,0.110092,0.398148,0.398148,0.263158,0.580952,0.377358,0.377358,0.40404,0.37069,0.37069,0.358333,0.358333,0.377358,0.4375,0.4375,0.424779,0.433628,0.433628,0.580952,0.353982,0.350427,0.289256,0.288,0.302521,0.3,0.302521,0.3,0.302521,0.302521,0.288,0.288,0.288,0.288,0.309278,0.291262,0.515789,0.523364,0.523364,0.756098,0.756098,1,0.38835,0.252252,0.252252,0.115108,0.357724,0.357724,0.0810811,0.0754717,0.0887097,0.0887097,0.0689655,0.0689655,0.0826446,0.0826446,0.0618557,0.0675676,0.0684932,0.0431034,0.515789
CheCOSP61,0.0551724,0.0731707,0.0736196,0.0731707,0.0731707,0.0843373,0.0843373,0.0731707,0.0731707,0.0714286,0.0718563,0.0685714,0.0697674,0.0697674,0.0714286,0.0714286,0.0714286,0.0714286,0.205479,0.0909091,0.0909091,0.147436,0.136646,0.134969,0.140244,0.140244,0.140244,0.100592,0.0679012,0.068323,0.0700637,0.0705128,0.117241,0.118056,0.0736196,0.0740741,0.0759494,0.0759494,0.0774194,0.0779221,0.08,0.08,0.0797101,0.0797101,0.0731707,0.0736196,0.0705882,0.0705882,0.0535714,0.110345,0.213592,0.184466,0.134454,0.109244,0.172932,0.114094,0.114094,0.170543,0.110345,0.111111,0.172932,0.114094,0.172932,0.114094,0.118644,0.118056,0.171875,0.172932,0.119266,0.175926,0.232143,0.32381,0.32381,0.474227,0.233871,0.468354,0.247863,0.247863,0.103175,0.330579,0.226087,0.226087,0.240741,0.232,0.232,0.224806,0.224806,0.226087,0.21875,0.21875,0.268293,0.217054,0.217054,0.330579,0.213115,0.214286,0.170543,0.172932,0.181102,0.179688,0.181102,0.179688,0.181102,0.181102,0.172932,0.172932,0.172932,0.172932,0.184466,0.122807,0.32381,0.17037,0.17037,0.252252,0.252252,0.38835,1,0.74026,0.74026,0.401869,0.227273,0.227273,0.0839161,0.0573248,0.101695,0.101695,0.0791367,0.0791367,0.115044,0.115044,0.046875,0.0551724,0.0785714,0.045045,0.32381
